,job_title,company_name,job_desc,job_type,cluster_assigned,dominant_topic,topic_keywords,topic_distribution
106,"Business Intelligence Analyst - Business Intelligence, Cross Border","Shopee · Singapore, Singapore Reposted  2 weeks ago  · 139 applicants","About the job
About UOB

United Overseas Bank Limited (UOB) is a leading bank in Asia with a global network of more than 500 branches and offices in 19 countries and territories in Asia Pacific, Europe and North America. In Asia, we operate through our head office in Singapore and banking subsidiaries in China, Indonesia, Malaysia and Thailand, as well as branches and offices. Our history spans more than 80 years. Over this time, we have been guided by our values – Honorable, Enterprising, United and Committed. This means we always strive to do what is right, build for the future, work as one team and pursue long-term success. It is how we work, consistently, be it towards the company, our colleagues or our customers.

About The Department

Job Responsibilities

Job Requirements

Be a part of UOB Family

UOB is an equal opportunity employer. UOB does not discriminate on the basis of a candidate's age, race, gender, color, religion, sexual orientation, physical or mental disability, or other non-merit factors. All employment decisions at UOB are based on business needs, job requirements and qualifications. If you require any assistance or accommodations to be made for the recruitment process, please inform us when you submit your online application.

Apply now and make a difference.",Business Analyst,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.6285818), ('Algorithms and Numerical Methods', 0.031095518), ('Machine Learning', 0.33721918), ('Math and Statistics', 0.0031034616)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.6285818), ('Algorithms and Numerical Methods', 0.031095518), ('Machine Learning', 0.33721918), ('Math and Statistics', 0.0031034616)]"
107,"Senior Officer, Data Analyst, GTO","UOB · Singapore, Singapore Reposted  1 day ago  · 639 applicants","About the job
Olam Food Ingredients (OFI) is a global leader in sourcing, processing, and supplying sustainable agricultural products and ingredients to the food and beverage industry. With a strong commitment to innovation and sustainability, OFI plays a vital role in providing high-quality, natural, and responsibly sourced ingredients to customers worldwide.

Position: Internship - Data and Visualization Analyst (PowerBI) x 3
Location: Singapore
Duration: 6 months full time internship
Eligibility: Students who are currently studying in Singapore and already possess a valid student pass to to do full time internship for the period. 

Role Overview:

As a Data and Visualization Intern specializing in Power BI, you will have the unique opportunity to work closely with our data team to gather, analyze, and transform data into insightful visualizations using the Power BI platform. This internship will provide hands-on experience in data manipulation, visualization design, and communication of findings through compelling dashboards and reports. 

Responsibilities:

Data Gathering and Preparation: Collaborate with various teams to gather relevant data from different sources or review an existing Dashboard in in tableau/Excel and migrate to Microsoft Power BI. Clean, transform, and organize data to ensure accuracy and consistency for analysis.
Power BI Dashboard Creation: Design and develop interactive and visually appealing dashboards in Power BI. Utilize Power BI's features to create interactive filters, slicers, and dynamic visuals. Combine data from multiple sources to create comprehensive dashboards.
Data Analysis: Perform data analysis using Power BI's built-in calculations. Identify trends, patterns, and outliers within the data. Support the team in generating insights that drive informed decision-making.
Visualization Enhancement: Work on improving the aesthetics and user-friendliness of existing Power BI visualizations. Incorporate best practices in data visualization to enhance clarity and impact. 
Collaboration and Communication: Collaborate with data analysts, engineers, and business stakeholders to understand requirements. Present findings and visualizations to both technical and non-technical audiences.
Skill Development: Gain proficiency in Power BI and co-pilot by working hands-on with real data and projects. Develop an understanding of data modeling concepts within Power BI. 

Requirements:

Currently pursuing a degree in Data Science, Computer Science, Information Systems, or a related field.
Familiarity with data analysis concepts and a strong interest in data visualization.
Good understanding of Power BI and its capabilities for creating interactive dashboards.
Proficiency in Microsoft Excel for data manipulation and analysis.
Strong analytical skills and attention to detail.
Effective communication skills, both written and verbal.
Ability to work independently and collaboratively within a team.

How will this internship benefit our interns?

Hands-on experience with Power BI, a widely used data visualization tool.
Mentorship from experienced data professionals with expertise in Power BI.
Opportunity to contribute to real projects that impact business decisions.
Exposure to a dynamic and innovative work environment.
Potential for building a portfolio of impactful Power BI visualizations.

Duration: 
This is a six-internship position based at Singapore. The internship duration may be flexible based on academic requirements and mutual agreement.

Application: Interested candidates are invited to submit their resume indicating the date that you are able to commit to a full time internship.

Only shortlisted candidates will be notified for interview.",Data Analyst,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.48186085), ('Algorithms and Numerical Methods', 0.30047056), ('Machine Learning', 0.18325813), ('Math and Statistics', 0.034410503)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.48186085), ('Algorithms and Numerical Methods', 0.30047056), ('Machine Learning', 0.18325813), ('Math and Statistics', 0.034410503)]"
108,Internship - Data and Visualization Analyst (PowerBI),"ofi · Singapore, Singapore  2 weeks ago  · 252 applicants","About the job
Job Description

Able to lead data collection and analysis projects using SQL and Python, diving deep into business data to provide valuable insights
Automate data collection and aggregation processes to build reporting dashboards, enabling teams to access and understand data more efficiently
Collaborate with product managers, operation teams, and regional teams to provide statistical and business data that can drive business insights
Conduct AB test experiments to evaluate the performance of new product features and provide data-driven recommendations for improvements

Requirements

Degree in Business, Data Science, Statistics or equivalent is preferred
Proficiency in SQL is mandatory; familiarity with Python is a plus
Exceptional attention to detail and an unwavering commitment to accuracy and data quality
A team player that grasp new concepts quickly
Deep understanding towards business and industry in facilitating meaningful data connections
Excellent verbal and written communication skills
Proficient in A/B experiment data analysis",Data Analyst,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.2931946), ('Algorithms and Numerical Methods', 0.4916671), ('Machine Learning', 0.21231756), ('Math and Statistics', 0.0028207968)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.2931946), ('Algorithms and Numerical Methods', 0.4916671), ('Machine Learning', 0.21231756), ('Math and Statistics', 0.0028207968)]"
109,"Data Analyst, Chatbot & Customer Service","Shopee · Singapore, Singapore Reposted  4 days ago  · 28 applicants","About the job
Who We Are
At OKX, we believe our future is reshaped with technology. Founded in 2017, OKX is one of the world’s leading cryptocurrency spot and derivatives exchanges. OKX innovatively adopted blockchain technology to reshape the financial ecosystem by offering some of the most diverse and sophisticated products, solutions, and trading tools on the market. Trusted by more than 20 million users in over 180 regions globally, OKX strives to provide an engaging platform that empowers every individual to explore the world of crypto. In addition to its world-class DeFi exchange, OKX serves its users with OKX Insights, a research arm that is at the cutting edge of the latest trends in the cryptocurrency industry. With its extensive range of crypto products and services, and unwavering commitment to innovation, OKX vision is a world of financial access backed by blockchain and the power of decentralized finance.

We invest in our people as much as we invest in technology. We are united by our engaging culture, here we win as a team, embrace changes, and do the right thing. We are committed to creating a friendly, rewarding and diverse environment for OKers. It doesn’t matter where you come from, here everyone feels valued, respected and has the same opportunities to develop and thrive — we want to bring out the best in you.

About the Opportunity
Our team primarily caters to the data requirements of the OKX global business support (GBS) team. We are dedicated to measuring the efficiency and productivity of agents and investigators, providing workforce management, and optimizing standard operating procedures. This is done with the aim of better evaluating their performance and providing enhanced services to our customers. Additionally, we are committed to collecting customer feedback and transforming it into actionable insights for company-wide product improvements.

What You’ll Be Doing: 
Collect, process, and cleanse data from diverse sources, ensuring data quality and consistency.
Conduct in-depth data analysis to extract valuable business insights and identify trends, patterns, and correlations.
Collaborate with different GBS functions to understand their data needs and challenges, specifically with Customer Service, Legal/Compliance Operations, and Risk Operations.
Analyze customer interactions and feedback to identify trends and suggest improvements, enhancing customer service strategy.
Develop and maintain dashboards, visualizations, and reports to track key business metrics, translating complex findings into actionable business insights for stakeholders.

What We Look For In You:
Bachelor's degree in Data Science, Statistics, Mathematics, Computer Science, or a related field.
Proven experience as a data analyst or in a similar role.
Proficiency in data analysis tools and databases such as SQL, Python, Power BI, Quick BI, etc.
Strong knowledge of data gathering, cleaning, and transforming techniques; ability to analyze large datasets and write comprehensive reports.

Nice to Haves:
Familiarity with customer service, processes, and measures of efficiency and productivity.
Experience with data-driven decision-making processes and the ability to translate data into actionable insights

Perks & Benefits
Competitive total compensation
Comprehensive insurance coverage for employees and their dependants
More that we love to tell you along the process!",Data Analyst,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.49339148), ('Algorithms and Numerical Methods', 0.18929918), ('Machine Learning', 0.27020445), ('Math and Statistics', 0.04710493)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.49339148), ('Algorithms and Numerical Methods', 0.18929918), ('Machine Learning', 0.27020445), ('Math and Statistics', 0.04710493)]"
110,"Senior Data Analyst, Customer Operations","OKX · Singapore, Singapore Reposted  1 week ago  · 276 applicants","About the job
About Us

The ShopBack Group is Asia-Pacific’s leading shopping, rewards, and payments platform, serving over 40 million shoppers across ten markets.

Driven by the vision to become the world's most rewarding way to shop, ShopBack is dedicated to saving members money and time, while delivering delightful experiences with every purchase. The platform also enables merchants and brands to engage with their members in a cost-effective manner.

Founded in 2014, ShopBack now powers over US$3.7 billion in annual sales for over 20,000 online and in-store partners, with over half a million transactions happening via the platform daily. In 2022, ShopBack expanded its offerings into the realm of financial services with the launch of ShopBack Pay and PayLater - providing members with responsible and convenient payment options at checkout, while empowering partners with more ways to engage potential customers.

At this time, we are only able to consider candidates located ONLY in Singapore. However, we’d hope you continue to keep us in mind for other potential opportunities in the future.

At ShopBack, we handle a lot of data that can tell us about the way shoppers make buying decisions and the data team is responsible for collecting, processing and organising these large amounts of data. We then analyse these complex datasets to draw out practical findings and data solutions that different stakeholders can utilise to enhance the ShopBack experience. As a Data Analyst (intern), you will see a direct link between your work, company growth, and user satisfaction. You will partner with different stakeholders to support business decisions and generate actionable insights. Your work has a direct impact on millions of shoppers in 9 countries ShopBack operates in and is pivotal in driving the direction and future success of ShopBack.

Responsibilities

Be the owner of business metrics and create reports/dashboards to measure and monitor defined metrics so that stakeholders can evaluate current strategies and decide on future strategic decisions
Build models to validate/invalidate correlation between actions and business performance. 
Build a strong understanding of ShopBack’s data ecosystems within the internal teams and be the data evangelist who makes sure we make the best use of available data and promote a self-service analytics culture.


Requirements

Minimum commitment period of 6 months full-time 
Solid knowledge of SQL is required
Good foundation in Python is a plus but not required
Excellent communication skills to convey data solutions to stakeholders.
Self-starter and is comfortable to work in a highly ambiguous environment where scope of responsibility is driven by the needs of ShopBack users.",Data Analyst,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.4671043), ('Algorithms and Numerical Methods', 0.13149174), ('Machine Learning', 0.36614937), ('Math and Statistics', 0.035254624)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.4671043), ('Algorithms and Numerical Methods', 0.13149174), ('Machine Learning', 0.36614937), ('Math and Statistics', 0.035254624)]"
111,Data Analyst (Internship),"ShopBack · Singapore, Singapore Reposted  4 days ago  · 2,749 applicants","About the job
Who Are We?

At HoYoverse, we are committed to creating immersive virtual world experiences for players around the world. In addition to game products such as Genshin Impact, Honkai Impact 3rd, Tears of Themis, and Honkai: Star Rail, HoYoverse also launched the dynamic desktop software N0va Desktop, the community product HoYoLAB, and created a variety of products such as animations, comics, music, novels, and merchandise around our original creative concept.

Adhering to our mission of Tech Otakus Save the World, we have always been committed to technology research and development, exploring cutting-edge technologies, and have accumulated leading technical capabilities in cartoon rendering, artificial intelligence, cloud gaming technology, and other fields.

HoYoverse is actively engaged in globalization, with offices in Singapore, Montreal, Los Angeles, Tokyo, Seoul, and other areas.

When you apply to a position with HoYoverse, we will process your personal data. To learn more about how we process your data, we encourage you to review our comprehensive Global Applicant and Candidate Privacy Policy. This policy provides detailed insights into how your information is collected, used, and protected throughout the application process.

What You Will Do: 
Be responsible for the operations work related to Genshin Impact;
Play an important role by providing product analysis to help in decision making as well as to ensure the long-term operations of the product with your data ability;
Establish and improve data monitoring and analyzing systems;
Conduct product analysis through utilization of data analysis and mathematical modeling, offering comprehensive support for product design, operational analysis, content effect evaluation, and player behavior analysis, thus ensuring the superior quality and effectiveness of game content.
What You Will Need:
Loyal game players, basic understanding of the gaming industry, familiar with various video games, especially mobile ones;
Extensive gameplay experience with Genshin Impact is a plus;
Proficiency in SQL and data analysis tools including Excel, SPSS, Python or SAS;
Familiar with common data mining model (for example, clustering, regression, decision tree);
Sensitive to data, possess a strong learning ability, strong logical and analytical capabilities, and project execution skills, and able to communicate with designers and developers.
We are an equal opportunity employer that believes diverse backgrounds are key to bringing our concepts to life. If you're looking to play a key role in creating the best immersive virtual world experience for our users, we invite you to join our team.",Data Analyst,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.37878016), ('Algorithms and Numerical Methods', 0.21127965), ('Machine Learning', 0.40871346), ('Math and Statistics', 0.0012267235)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.37878016), ('Algorithms and Numerical Methods', 0.21127965), ('Machine Learning', 0.40871346), ('Math and Statistics', 0.0012267235)]"
112,Data Analyst (Genshin Impact) - Fresh Grad,HoYoverse · Singapore Reposted  3 days ago  · 795 applicants,"About the job
Quantitative Researcher, Systematic Equities

Please direct all resume submissions to QuantTalentASIA@mlp.com and reference REQ-13899 in the subject.

Quantitative Researcher to be part of a growing, collaborative team based in Singapore, with a focus on Asia Equity Stat Arb strategies.

Preferred Location

Singapore

Principal Responsibilities

Working alongside the Senior Portfolio Manager on developing systematic trading strategies, with a primary focus on: idea generation, data gathering and research/analysis, model implementation and back testing for systematic global equities strategies with a focus on Asian market statistical arbitrage / systematic strategies
Combine sound financial insights and statistical learning techniques to explore, analyze, and harness a large variety of datasets in order to build strong predictive models which will be deployed to the investment process
Collaborate with the Senior Portfolio Manager and other team members in a transparent environment, specifically collaborating across books and engaging with the whole investment process

Preferred Technical Skillset

Strong research and programming skills
Masters or PhD degree in a quantitative subject such as Applied Mathematics, Computer Science, Statistics, or related field from a top-ranked university
Demonstrate strong abstract reasoning and independent problem-solving skills
Excellent communication skills

Preferred Experience

2-5 years of experience working in a quantitative research capacity in a systematic trading environment with a focus on mid-to-high frequency equities and/or futures strategies
Demonstrated ability to conduct independent research
Innovation in signal research and development

Highly Valued Relevant Experience

Experience exploring, researching, and deploying trading signals from various sources of data
Experience in quantitative finance, econometrics, and asset pricing
Curious, ambitious, self-starter mindset

Target Start Date

1H 2023

Please direct all resume submissions to QuantTalentASIA@mlp.com and reference REQ-13899 in the subject.",Data Analyst,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.4897373), ('Algorithms and Numerical Methods', 0.3148953), ('Machine Learning', 0.19383092), ('Math and Statistics', 0.0015364438)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.4897373), ('Algorithms and Numerical Methods', 0.3148953), ('Machine Learning', 0.19383092), ('Math and Statistics', 0.0015364438)]"
113,"Quantitative Researcher, Systematic Equities","Millennium · Singapore, Singapore Reposted  1 week ago  · 350 applicants","About the job
Marsh are seeking candidates for the following position based in our Singapore office:

Senior Actuarial Consultant, Marsh Advisory Analytics Solutions 

What can you expect?

 Work within the regional Marsh Advisory Analytics Solutions team of 15 members mostly based in Singapore, reporting to the Head of Analytics Delivery & Propositions.
 Responsible for leading delivery of client specific analytics solutions in support of risk finance, actuarial and other quantitative risk problems with the goal of positioning Marsh ahead of its competitors in this area.
 Interact with both regional and country segment and industry leaders and managers and the client executives across the 11 countries supported in the region

What is in it for you? 

 Work on exciting projects, think out-of-the-box while applying actuarial and analytics techniques to deliver value to Marsh clients.
 Be part of a reputable and recognized brand in the insurance broking and risk management industry by working with and learning from industry leading experts in the field.
 Financial support and mentorship from team members to progress through your actuarial qualification.
 Access to Employee Resource Groups that provide mentorship and development opportunities.

We will count on you to:

 Perform a variety of financial and statistical analysis to help Marsh’s clients quantify the risks they face and make decisions on how to structure their insurance.
 Provide suggestions to our client’s on how to optimize insurance cost and protect themselves against various risks.
 Have the ability to turn complex technical information into accessible information for a broad audience.
 Be curious; about the industry, the areas we have expertise in and bring this into the work you deliver in the form of ideas and new angles.
 Manage your time well, knowing your deadlines and how to prioritize and project manage including working on multiple initiatives.
 Progress on actuarial professional exams in this role as the skills and techniques acquired through the exams directly support client specific analytics work.

What you need to have:

5 - 8 years in a general (re)insurance analytical/actuarial role, including:

 Experience building risk models – examples include traditional property and casualty risk modeling, reinsurance modeling, and non-traditional enterprise risk modeling
 Ability to prioritize and manage time between multiple projects
 Good knowledge of commercial insurance programs
 An analytical/statistical degree. Progress towards actuarial qualification is preferred but not necessary
 Ability to translate results of data analysis into easy-to-understand recommendations for client risk decision-making
 Expert level of proficiency with MS Excel and other analytical/programming/data visualisation softwares
 As a project manager (PM), you’ll be expected to:
 oversee project delivery, be the point of contact on the project and be the initial reviewer of all analysis completed by the analysts. The PM will also be responsible for designing suitable model methodology, refining the narrative in reports, ensuring this is tailored to the client’s needs
 ensure that the scope and expectations of the project are fully understood and define the roles and responsibilities of the project team.
 reach out to the client executives and the client to obtain feedback on completion of the project

What makes you stand out:

 Curiosity to explore analytics opportunities never done before and outside the box
 Logical reasoning to apply actuarial and non-actuarial knowledge to solve problems
 Ability to communicate actuarial and insurance results to a non-insurance audience

Marsh is the world’s leading insurance broker and risk advisor. With around 45,000 colleagues operating in 130 countries, Marsh serves commercial and individual clients with data-driven risk solutions and advisory services. Marsh is a business of Marsh McLennan (NYSE: MMC), the world’s leading professional services firm in the areas of risk, strategy and people. With annual revenue nearly $20 billion, Marsh McLennan helps clients navigate an increasingly dynamic and complex environment through four market-leading businesses: Marsh, Guy Carpenter, Mercer and Oliver Wyman. For more information, visit marsh.com, follow us on LinkedIn and Twitter or subscribe to BRINK.

Marsh McLennan is committed to embracing a diverse, inclusive and flexible work environment. We aim to attract and retain the best people regardless of their sex/gender, marital or parental status, ethnic origin, nationality, age, background, disability, sexual orientation, gender identity or any other characteristic protected by applicable law.

R_244616",Quantitative Researcher,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.49220553), ('Algorithms and Numerical Methods', 0.12095546), ('Machine Learning', 0.31223312), ('Math and Statistics', 0.07460587)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.49220553), ('Algorithms and Numerical Methods', 0.12095546), ('Machine Learning', 0.31223312), ('Math and Statistics', 0.07460587)]"
114,"Senior Actuarial Consultant, Marsh Advisory Analytics Solutions","Marsh · Singapore, Singapore Reposted  2 weeks ago  · 24 applicants","About the job
Job Purpose

As a Senior Data Analyst in the Advertising Industry, your role will be pivotal in driving data-driven decision-making processes, optimizing advertising campaigns, and delivering valuable insights to support strategic initiatives. You will play a key role in leveraging data to enhance advertising strategies, improve ROI, and contribute to the growth and success of our advertising campaigns.

Responsibilities

 Data Analysis and Insights:
Conduct in-depth data analysis to identify trends, patterns, and actionable insights from advertising campaigns.
Develop and maintain dashboards and reports to track key performance metrics and provide actionable recommendations.
 Campaign Optimization:
Collaborate with marketing and sales teams to optimize campaign performance through data-driven strategies.
A/B testing and experimentation to improve ad creative, targeting, and messaging.
 Data Visualization:
Create visually appealing and informative data visualizations to communicate findings and insights effectively.
 Predictive Modeling:
Build predictive models to forecast advertising campaign outcomes and customer behavior.
Utilize machine learning algorithms to identify potential opportunities and challenges.
 Data Quality and Integrity:
Ensure data accuracy and integrity by cleaning, transforming, and validating data from various sources.
 Reporting and Documentation:
Prepare and present regular reports and documentation to internal stakeholders and clients.


Qualifications & Work Experience

 Qualifications:
Bachelor's degree in a related field such as Statistics, Mathematics, Computer Science, or Marketing Analytics.
Proven experience as a data analyst or similar role in advertising, research or consulting industry will be beneficial.
Strong analytical thinking and problem-solving skills.
Excellent written and verbal communication skills.
Attention to detail and a commitment to data accuracy.
 Work Experience:
Minimum of 4-6 years of relevant work experience in data analysis. Experience in the advertising, research or consulting industry will be a plus.
Demonstrated experience in leveraging data to drive advertising campaign success.
Track record of creating actionable insights and contributing to campaign optimization.
Experience with client-facing roles or presenting data-driven insights to clients is a plus.


Skills

 Technical Abilities:
Proficiency in data analysis tools and programming languages (e.g., Python, R, SQL).
Strong experience with data visualization tools (e.g., Tableau, Power BI).
Knowledge of statistical analysis and modeling techniques.
Experience with data warehousing and ETL (Extract, Transform and Load) processes.
Understanding of A/B testing methodologies and experimentation.
Knowledge of machine learning algorithms is a plus.
 Team Dynamics Abilities:
Strong communication skills to effectively convey data insights to both technical and non-technical stakeholders.
Collaborative mindset to work closely with cross-functional teams such as marketing, advertising, and IT.
Problem-solving skills to address complex data-related challenges.
Ability to mentor and provide guidance to junior data analysts.
Adaptability to work in a dynamic and fast-paced advertising environment.


Retail and Advertising Solutions & Services Partner

Stellar Lifestyle is the largest managing agent of retail and advertising spaces in Singapore’s rail network. We create vibrant transit destinations through continuous innovation and a desire to make our everyday touchpoints better. Our expertise also includes retail mall management, outdoor media & digital advertising solutions, and digital engagement platforms.",Data Analyst,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.42738545), ('Algorithms and Numerical Methods', 0.3529468), ('Machine Learning', 0.19144651), ('Math and Statistics', 0.028221205)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.42738545), ('Algorithms and Numerical Methods', 0.3529468), ('Machine Learning', 0.19144651), ('Math and Statistics', 0.028221205)]"
115,"Senior Executive, Data Analyst (Insights) (Stellar Ace)","Stellar Ace · Singapore, Singapore Reposted  1 week ago  · 340 applicants","About the job
Are you passionate about helping companies navigate the complex maritime operations, risk and compliance landscape? 

If so, we want to hear from you. 

Role Profile
Driven by our mission to support the safe, lawful, and efficient movement of trade by sea, Lloyd’s List Intelligence delivers data and analysis at the moments that clients need us most. For almost 300 years we have been the go-to partner for maritime intelligence. 
 In the role of Maritime Data Analyst, reporting to the Vessel Risk & Compliance Manager, you will provide first response to customer queries related to vessel data and methodology, complex ownership structures, sanctions and compliance risks, working closely with other research teams to ensure the queries are answered within agreed SLAs. The Maritime Data Analyst will primarily investigate company and vessel ownership changes and is expected to gain a broad understanding of Lloyd’s List Intelligence data and products, and most importantly how these benefit our customers. Within the remit of this role there is a key focus on resolving multiple daily client queries and deliver on data quality programmes across several data areas in a timely manner and exploring ways to improve efficiency and processes to increase the timeliness, coverage and accuracy of data delivered to customers.

If you have bags of enthusiasm and a desire to solve complex problems, keen to gain experience of large and complex datasets and due diligence research then this is the team for you! Maritime knowledge would be an advantage but much more important is a passion for data, investigations and research, and someone who can work well with continual change. This role is permanent and offers balanced working with 2-3 days a week in our London office. 
 Key Responsibilities:
Research and investigate complex datasets, including commercial ownership structures and ultimate beneficial ownership, sanction links and vessel data, becoming a subject matter expert 
Monitor and respond to inbound analyst queries from customers, be primary responsible for ensuring these are handled in an efficient and timely manner and capture client feedback 
Ensure customer query SLAs, data quality KPIs and daily tasks are met and suggest ways to improve processes and efficiency working within our COACT data quality framework 
Timely delivery of existing Data Quality Programmes, offering proactive solutions and process improvements 
Develop a deep understanding of the different customer groups and how they rely on our insight and services 
Provide quality control of research teams output, offer feedback and expertise when needed 
Keep abreast of emerging market trends and regulatory changes in the risk and compliance landscape, and competitor advances in the maritime data market 
If required, attend client meetings as a subject matter expert alongside sales and product management 
Acquire full knowledge of in-house methodology across the maritime data team, and be able to articulate this in written responses 
Foster collaboration and share information with other in-house data teams, to optimise the quality of our data

What we are looking for:
Essential 
Experience in analysing complex datasets (text and numerical), being able to compile written as well as visual summaries of key figures and trends
Excellent interpersonal skills, proficiency in written and spoken English
A customer-first approach and strong time management skills and ability to produce high quality content within set deadlines
Ability to compile training methodology and feedback documents to drive output enhancements is a pre-requisite 
Advanced OSINT research skills, applying a creative approach, is a requirement
Strong stakeholder management is required in this role, across all areas of the business
A flexible, can-do attitude with the ability to manage several ongoing tasks at any one time, under pressure
Willingness to learn new methods and tools, being adaptable to the changing business requirements
Desirable 
Software skills in packages that are synonymous with Big Data management (e.g. SQL, Python), data visualisation (e.g. PowerBI, Tableau) and experience using datasets in natural language processing (NLP) would be an advantage 
Comprehensive understanding of complex company ownership structures and financial and legal transactions in the maritime industry would be advantageous
At least 1-2 years’ experience in business intelligence, consultancy, or complex data research 
Experience mapping legal corporate structures and proficiency using corporate registries would be highly advantageous 
Innovative and dynamic approach to problem-solving
Proven success in implementing data, research and content improvements
Confident presentation skills for internal and external audiences 
Experience of resolving complex customer queries 
Proficiency in another language is desirable, particularly Mandarin, Japanese or Cantonese
 Our Promise to You - Benefits
Day off for your birthday
Work anywhere policy (up to 4 weeks per year, subject to approval)
Up to 4 days paid volunteering
Balanced working
Healthcare Insurance Plan 
20 days of annual leave
14 days of outpatient sick leave
60 days of hospitalization leave (inclusive of 14 days sick leave)
 We know that sometimes the 'perfect candidate' doesn't exist, and that people can be put off applying for a job if they don't fit all the requirements. If you're excited about working for us and have most, but not all of the skills or experience we're looking for, please go ahead and apply. You could be just what we need!
We believe strongly in the value of diversity and creating supportive, inclusive environments where our colleagues can succeed. As such, we are proud to be an Equal Opportunity Employer. We do not discriminate on the basis of race, colour, ancestry, national origin, religion, or religious creed, mental or physical disability, medical condition, genetic information, sex (including pregnancy, childbirth, and related medical conditions), sexual orientation, gender identity, gender expression, age, marital status, military or veteran status, citizenship, or other protected characteristics under federal, state or local law.
Please let us know of any adjustments we need to make for you to show us your best self.",Data Analyst,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.43767947), ('Algorithms and Numerical Methods', 0.26169935), ('Machine Learning', 0.27222067), ('Math and Statistics', 0.028400548)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.43767947), ('Algorithms and Numerical Methods', 0.26169935), ('Machine Learning', 0.27222067), ('Math and Statistics', 0.028400548)]"
