,School,Major,Course_Code,Course_Name,Course_Description,Prereq,Category,cluster_assigned,dominant_topic,topic_keywords,topic_distribution
81,NUS,Business Analytics,DBA3701,Introduction to Optimization,"This course introduces students to the theory, algorithms, and applications of optimisation. Optimisation methodologies include linear programming, integer programming, network optimisation, dynamic programming, and nonlinear programming. Problem formulation and interpretation of solutions will be emphasized. Throughout the course, references will be made wherever appropriate, to business applications, such as portfolio selection, options pricing, and vehicle routing. Students who are interested in computer and quantitative approaches in business will learn many useful techniques in large business system management from this course.",DAO2702:D,Elective,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.18001646), ('Algorithms and Numerical Methods', 0.81140995), ('Machine Learning', 0.00422243), ('Math and Statistics', 0.0043511754)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.18001646), ('Algorithms and Numerical Methods', 0.81140995), ('Machine Learning', 0.00422243), ('Math and Statistics', 0.0043511754)]"
82,NUS,Business Analytics,CS3243,Introduction to Artificial Intelligence,"The course introduces the basic concepts in search and knowledge representation as well as to a number of sub-areas of artificial intelligence. It focuses on covering the essential concepts in AI. The course covers Turing test, blind search, iterative deepening, production systems, heuristic search, A* algorithm, minimax and alpha-beta procedures, predicate and first-order logic, resolution refutation, non-monotonic reasoning, assumption-based truth maintenance systems, inheritance hierarchies, the frame problem, certainly factors, Bayes' rule, frames and semantic nets, planning, learning, natural language, vision, and expert systems and LISP.","{'and': [{'or': ['CS2040:D', 'CS2040C:D', 'CS2040S:D', 'YSC2229:D']}, {'or': ['CS1231S:D', 'CS1231:D', 'MA1100T:D', 'MA1100:D']}]}",Elective,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.0039283484), ('Algorithms and Numerical Methods', 0.0040394785), ('Machine Learning', 0.8782539), ('Math and Statistics', 0.11377828)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.0039283484), ('Algorithms and Numerical Methods', 0.0040394785), ('Machine Learning', 0.8782539), ('Math and Statistics', 0.11377828)]"
83,NUS,Business Analytics,CS3244,Machine Learning,"This course introduces basic concepts and algorithms in machine learning and neural networks. The main reason for studying computational learning is to make better use of powerful computers to learn knowledge (or regularities) from the raw data. The ultimate objective is to build self-learning systems to relieve human from some of already-too-many programming tasks. At the end of the course, students are expected to be familiar with the theories and paradigms of computational learning, and capable of implementing basic learning systems.","{'and': [{'or': ['CS2040:D', 'CS2040C:D', 'CS2040S:D', 'YSC2229:D']}, {'or': ['EE2012A:D', 'EE2012:D', 'YSC2243:D', 'ST2131:D', 'ST2334:D', 'MA2116:D', 'MA2216:D']}, {'or': [{'nOf': [2, ['MA1511:D', 'MA1512:D']]}, {'and': [{'or': ['MA2001:D', 'MA1522:D', 'MA1508E:D', 'MA1311:D', 'MA1513:D', 'MA1101R:D']}, {'or': ['MA2002:D', 'MA1521:D', 'MA1505:D', 'MA1507:D', 'MA1102R:D']}]}]}]}",Elective,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.0048187356), ('Algorithms and Numerical Methods', 0.4328864), ('Machine Learning', 0.557467), ('Math and Statistics', 0.004827895)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.0048187356), ('Algorithms and Numerical Methods', 0.4328864), ('Machine Learning', 0.557467), ('Math and Statistics', 0.004827895)]"
84,NUS,Business Analytics,DBA3803,Predictive Analytics in Business,"Managerial success rests strategically on the ability to forecast the demand for the goods and services that a firm provides. Demand forecasting drives the effective planning of the supply chain: personnel requirements, capital investment, production schedules, logistics etc. This course surveys forecasting techniques and their applications. These encompass traditional qualitative (e.g. front line intelligence, Delphi method) and quantitative techniques (e.g. regression, time series) as well as emerging techniques based on neural networks. Concepts such as trends, seasonality and business cycles will be discussed. Their value in improving forecasts will be illustrated. The course makes extensive use of software including MS Excel and dedicated forecasting packages.",DAO2702:D,Elective,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.28951308), ('Algorithms and Numerical Methods', 0.0034329346), ('Machine Learning', 0.3240243), ('Math and Statistics', 0.38302967)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.28951308), ('Algorithms and Numerical Methods', 0.0034329346), ('Machine Learning', 0.3240243), ('Math and Statistics', 0.38302967)]"
85,NUS,Business Analytics,BT4012,Fraud Analytics,"This course provides you with the foundational application of analytics in the audit and investigation processes. Students will have an opportunity to gain technological and managerial overview of analytical techniques, link analytics, continuous monitoring of business activities, and analytics reporting. The crimes to be covered in this course include fraud, money laundering, terror financing, collusion, market manipulation, cyber intrusion, and control lapses.",BT3102:D,Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.98248637), ('Algorithms and Numerical Methods', 0.005933849), ('Machine Learning', 0.0058035078), ('Math and Statistics', 0.0057762777)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.98248637), ('Algorithms and Numerical Methods', 0.005933849), ('Machine Learning', 0.0058035078), ('Math and Statistics', 0.0057762777)]"
86,NUS,Business Analytics,BT4015,Geospatial Analytics,"This course will offer an in-depth coverage of geospatial analysis, starting with the transferring of knowledge in the gathering, display, and manipulation of imagery, GPS, satellite photography and historical data. Geospatial storage tools such as PostGIS that have been created to provide a more scalable backend will be introduced. Other geospatial tools, such as ArcGIS, will be covered. Exploratory Spatial and Spatio-temporal Data Analysis (ESDA, ESTDA) and spatial statistics, including spatial autocorrelation and spatial regression are some of the geospatial data analytics methods covered in detail on the variety of business contexts, operations and applications.","{'and': [{'or': ['ST2131:D', 'MA2116:D', 'ST2334:D', 'MA2216:D']}, {'nOf': [2, ['BT2101:D', 'BT2102:D']]}, {'or': ['CS2040S:D', 'CS2040:D', 'CS2040C:D']}]}",Elective,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.20094977), ('Algorithms and Numerical Methods', 0.7915644), ('Machine Learning', 0.0038010716), ('Math and Statistics', 0.0036847652)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.20094977), ('Algorithms and Numerical Methods', 0.7915644), ('Machine Learning', 0.0038010716), ('Math and Statistics', 0.0036847652)]"
87,NUS,Business Analytics,BT4221,Big Data Techniques and Technologies,"This course teaches students concepts, techniques and technologies in handling and analyzing big data sets, i.e., data sets whose size is beyond the ability of commonly used software tools to capture, manage, and process the data within a tolerable elapsed time. Common sources and domains of big data include ubiquitous information-sensing mobile devices, web and software logs, financial trading transactions, large-scale e-commerce, RFID and wireless sensor networks, etc. Conceptual big data topics covered include big data instructure, analytics scalability and processes, etc. Technical frameworks for big data handling and analytics taught include Hadoop, HBase, Cassandra, MapReduce, Dynamo, R, in-database analytics,","{'or': [{'and': [{'nOf': [2, ['BT2101:D', 'BT2102:D']]}, {'or': ['CS1010X:D', 'CS1101S:D', 'CS1010:D', 'CS1010S:D', 'CS1010J:D', 'CS1010E:D']}]}, {'nOf': [3, ['DAO2702:D', 'DAO3803:D', 'IT3010:D']]}]}",Elective,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.27750087), ('Algorithms and Numerical Methods', 0.71554494), ('Machine Learning', 0.003510586), ('Math and Statistics', 0.0034436306)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.27750087), ('Algorithms and Numerical Methods', 0.71554494), ('Machine Learning', 0.003510586), ('Math and Statistics', 0.0034436306)]"
88,NUS,Business Analytics,BT4222,Mining Web Data for Business Insights,"The World Wide Web overwhelms us with immense amounts of widely distributed, interconnected, rich, and dynamic hypertext information. It has profoundly influenced many aspects of our lives, changing the ways individuals communicate and the manners businesses are conducted. This course aims to teach students various concepts, methods and tools in mining Web data in the form of unstructured Web hyperlinks, page contents, and usage logs to uncover deep business insights and knowledge for business implications that are embedded in the billions of Web pages and servers. Topics covered include various text mining methodologies, case applications and tutorials on Web data","{'or': [{'and': [{'or': ['CS1010:D', 'CS1010E:D', 'CS1101S:D', 'CS1010J:D', 'CS1010S:D', 'CS1010X:D', 'CS1010A:D']}, {'nOf': [2, ['BT2101:D', 'BT2102:D']]}]}, {'nOf': [3, ['DAO2702:D', 'DBA3803:D', 'IT3010:D']]}]}",Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.7230081), ('Algorithms and Numerical Methods', 0.2691007), ('Machine Learning', 0.004039247), ('Math and Statistics', 0.0038519334)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.7230081), ('Algorithms and Numerical Methods', 0.2691007), ('Machine Learning', 0.004039247), ('Math and Statistics', 0.0038519334)]"
89,NUS,Business Analytics,BT4240,Machine Learning for Predictive Data Analytics,"This course provides a comprehensive coverage of methods and tools for predictive data analytics. Various techniques from data mining, statistics and artificial intelligence will be discussed. The emphasis will be on more recent developments in machine learning methods such as neural networks and support vector machines that have been shown to be very effective in discovering reliable patterns from past data and making accurate predictions of future outcomes. Applications of predictive analytics in business will also be discussed.","{'and': [{'or': ['MA1311:D', 'MA1101R:D', 'MA2001:D', 'MA1522:D', 'MA1508E:D', 'MA1513:D']}, {'or': ['MA2002:D', 'MA1521:D', 'MA1102R:D']}, 'BT2101:D']}",Elective,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.1516939), ('Algorithms and Numerical Methods', 0.32875904), ('Machine Learning', 0.5151495), ('Math and Statistics', 0.004397578)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.1516939), ('Algorithms and Numerical Methods', 0.32875904), ('Machine Learning', 0.5151495), ('Math and Statistics', 0.004397578)]"
90,NUS,Business Analytics,IE4210,Operations Research II,"This module builds upon IE2110 to introduce students to more basic concepts of operations research. Topics include integer programming, mixed integer programming, dynamic programming, and heuristic methods. Besides the basic concepts, students will also learn how to use MATLAB CVX or Python CVXPY toolbox integer and mixed integer programmes encountered in complex real-world problems.",IE2110:D,Elective,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.0061649224), ('Algorithms and Numerical Methods', 0.9815108), ('Machine Learning', 0.006253001), ('Math and Statistics', 0.006071312)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.0061649224), ('Algorithms and Numerical Methods', 0.9815108), ('Machine Learning', 0.006253001), ('Math and Statistics', 0.006071312)]"
91,NUS,Business Analytics,ST3131,Regression Analysis,"This course focuses on data analysis using multiple regression models. Topics include simple linear regression, multiple regression, model building and regression diagnostics. One and two factor analysis of variance, analysis of covariance, linear model as special case of generalized linear model. This course is targeted at students who are interested in Statistics and are able to meet the pre-requisites.","{'or': ['ST2334:D', 'ST2131:D', 'MA2116:D', 'MA2216:D']}",Elective,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.0060732467), ('Algorithms and Numerical Methods', 0.0063459254), ('Machine Learning', 0.006092776), ('Math and Statistics', 0.9814881)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.0060732467), ('Algorithms and Numerical Methods', 0.0063459254), ('Machine Learning', 0.006092776), ('Math and Statistics', 0.9814881)]"
92,NUS,Business Analytics,ST4245,Statistical Methods for Finance,"The course aims to equip students with a repertoire of statistical analysis and modelling methods that are commonly used in the finance industry. Major topics include statistical properties of returns, regression analysis with applications to single and multi-factor pricing models, multivariate analysis with applications in Markowitz's portfolio management, modelling and estimation of volatilities, calculation of value-at-risk, nonparametric methods with applications to option pricing and interest rate markets. Students are assumed to have had no background in finance or economics and will be acquainted with the foundations of finance such as portfolio optimizing and the Capital Asset Pricing Model. This course is targeted at students who are interested in Statistics and are able to meet the pre-requisite.",ST3131:D,Elective,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.29779097), ('Algorithms and Numerical Methods', 0.003268266), ('Machine Learning', 0.0033101006), ('Math and Statistics', 0.69563067)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.29779097), ('Algorithms and Numerical Methods', 0.003268266), ('Machine Learning', 0.0033101006), ('Math and Statistics', 0.69563067)]"
93,NUS,Business Analytics,IS3107,Data Engineering,"This course covers the main concepts of data engineering, which covers data pipeline, data organization, efficient analysis of large data volumes, distributed data storage (depending on the system architecture, e.g., multi-core systems, multiprocessor systems, clusters), distributed and parallel data analysis, and map / reduce techniques and their generalization to distributed query processing.","{'or': ['BT2102:D', 'CS2102:D']}",Elective,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.21890497), ('Algorithms and Numerical Methods', 0.76839507), ('Machine Learning', 0.00642861), ('Math and Statistics', 0.006271382)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.21890497), ('Algorithms and Numerical Methods', 0.76839507), ('Machine Learning', 0.00642861), ('Math and Statistics', 0.006271382)]"
94,NUS,Business Analytics,IS3221,ERP Systems with Analytics Solutions,"Business resources include employees, business processes, procedures, organisational structure, and computer systems. The efficiency and effectiveness of an organisation in carrying out its business can be enhanced if managers and employees are given the support to plan, monitor and control the business. Enterprise Resource Planning (ERP) supports the use of all resources in an organisation. This course provides an overview of the rationale for having ERP, ERP functionality (such as manufacturing, finance, distribution and human resource management), ERP systems and ERP implementation (planning, product selection, implementation and optimization), and business analytic features on integrated transactional and analytics platforms.","{'or': [{'and': [{'or': ['CS1010S:D', 'CS1010:D', 'CS1101S:D', 'CS1010J:D', 'CS1010E:D', 'CS1010X:D']}, {'or': ['EC23030:D', 'BT1101:D', 'ST1131:D', 'DSE1101:D', 'DSA1101:D']}]}, {'and': [{'or': ['IS1108:D', 'IS1103:D']}, {'or': ['CS1010S:D', 'CS1010:D', 'CS1101S:D', 'CS1010J:D', 'CS1010E:D', 'CS1010X:D']}]}, {'nOf': [2, ['IT3010:D', 'DAO2702:D']]}]}",Elective,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.3180789), ('Algorithms and Numerical Methods', 0.13123171), ('Machine Learning', 0.54624766), ('Math and Statistics', 0.0044417484)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.3180789), ('Algorithms and Numerical Methods', 0.13123171), ('Machine Learning', 0.54624766), ('Math and Statistics', 0.0044417484)]"
95,NUS,Business Analytics,BT4014,Analytics Driven Design of Adaptive Systems,"To design technology that impacts people – in education, health, business – this course introduces methods for creating systems that use data intelligently to improve themselves. This requires combining human intelligence (using methods like crowdsourcing, collaborative design) with artificial intelligence (discovering which technology designs help which people) through designing randomized A/B experiments that are collaborative, dynamic, and personalized.",BT2102:D,Elective,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.00551216), ('Algorithms and Numerical Methods', 0.5293733), ('Machine Learning', 0.4599061), ('Math and Statistics', 0.005208497)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.00551216), ('Algorithms and Numerical Methods', 0.5293733), ('Machine Learning', 0.4599061), ('Math and Statistics', 0.005208497)]"
96,NUS,Business Analytics,BT4301,Business Analytics Solutions Development and Deployment,"This course introduces students to essential concepts and knowledge on developing business analytics (BA) solutions and deploying them in production environments. Students will learn frameworks, tools and techniques that enable them to participate in and manage the processes of BA project life cycle (such as designing and developing models, preparing for production, deploying to production, monitoring and feedback loop). They will also learn about issues on data/model governance.",BT3103:D,Elective,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.2702446), ('Algorithms and Numerical Methods', 0.38391438), ('Machine Learning', 0.3407562), ('Math and Statistics', 0.0050848085)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.2702446), ('Algorithms and Numerical Methods', 0.38391438), ('Machine Learning', 0.3407562), ('Math and Statistics', 0.0050848085)]"
97,NUS,Business Analytics,IS4228,Information Technologies in Financial Services,"The main objective of this course is to educate the students on how and to what extent can information technologies (IT) support the financial services industry, in order for a student to seek a career in this industry sector. It is designed to provide the students with a broad overview and thematic case studies of how each major business segment of the financial services industry employs IT to maintain a competitive edge, and to comply with laws and regulations.","{'or': ['IS3101:D', 'IS3103:D']}",Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.70844173), ('Algorithms and Numerical Methods', 0.0058820266), ('Machine Learning', 0.27982616), ('Math and Statistics', 0.0058500357)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.70844173), ('Algorithms and Numerical Methods', 0.0058820266), ('Machine Learning', 0.27982616), ('Math and Statistics', 0.0058500357)]"
98,NUS,Business Analytics,IS4234,"Governance, Regulation, and Compliance Technology","Organizations today need to be aware of and ensure that they comply with all relevant laws and regulations. At the same time, regulators are faced with challenges of enforcing compliance. Digital technology can be used to facilitate both organizational compliance and regulatory enforcement of compliance. Additionally, increasing use of IT requires governance and regulation of technology itself. This course allows students to gain an understanding of how IT can be governed and regulated, as well as how it can be applied for compliance and regulation, for example in the financial sector.","{'or': [{'nOf': [2, ['IS2102:D', 'IS2103:D']]}, 'BT3103:D', 'CS2103:D', 'CS2103T:D', 'CS2113:D', 'CS2113T:D']}",Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.9854407), ('Algorithms and Numerical Methods', 0.004855736), ('Machine Learning', 0.0049010743), ('Math and Statistics', 0.0048025153)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.9854407), ('Algorithms and Numerical Methods', 0.004855736), ('Machine Learning', 0.0049010743), ('Math and Statistics', 0.0048025153)]"
99,NUS,Business Analytics,IS4246,Smart Systems and AI Governance,"This course is designed for students who want to design and manage smart systems that use Artificial Intelligence (AI) and Machine Learning (ML) to improve product and service offerings in enterprises and businesses across different industries. It covers the use of an AI governance framework to ensure the design and deployment of intelligent systems protect individual and organisational interests such as transparency, safety, well-being, fairness, privacy and security. Application areas include AI/ML in smart hospitals, autonomous vehicles, intelligent energy management with edge AI for business and homes, and many more.","{'and': [{'or': ['BT3103:D', 'IS3106:D']}, 'IS3103:D']}",Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.65346056), ('Algorithms and Numerical Methods', 0.004330072), ('Machine Learning', 0.29193738), ('Math and Statistics', 0.05027195)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.65346056), ('Algorithms and Numerical Methods', 0.004330072), ('Machine Learning', 0.29193738), ('Math and Statistics', 0.05027195)]"
100,NUS,Business Analytics,IS4302,Blockchain and Distributed Ledger Technologies,"Digital currencies like Bitcoins have created a different, faster and potentially cheaper way of monetary transfers. The technology behind Bitcoins, namely Blockchain or more broadly the distributed ledger system, has brought big impact on financial services. A blockchain is a distributed database of ownership records (public ledger) of all transactions. A blockchain is irrevocable once it is committed into the system. Through this course, students will learn about blockchain and distributed ledger technologies among others.","{'and': [{'or': ['CS2102:D', 'BT2102:D']}, {'or': ['CS1020:D', 'CS1020E:D', 'CS2020:D', 'CS2030:D', 'CS2030S:D', 'CS2103:D', 'CS2103T:D', 'CS2113:D', 'CS2113T:D']}]}",Elective,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.13207458), ('Algorithms and Numerical Methods', 0.00516255), ('Machine Learning', 0.85806555), ('Math and Statistics', 0.00469731)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.13207458), ('Algorithms and Numerical Methods', 0.00516255), ('Machine Learning', 0.85806555), ('Math and Statistics', 0.00469731)]"
101,NUS,Business Analytics,ST2131,Probability,"This course gives an elementary introduction to probability theory for students with knowledge of elementary calculus. It will cover not only the mathematics of probability theory but will work through diverse examples to illustrate the wide scope of applicability of probability, such as in engineering and computing, social and management sciences. Topics covered are: counting methods, sample space and events, axioms of probability, conditional probability, independence, random variables, discrete and continuous distributions, joint and marginal distributions, conditional distribution, independence of random variables, expectation, conditional expectation, moment generating function, central limit theorem, and weak law of large numbers.","{'or': ['MA1102R:D', 'MA1312:D', 'MA1507:D', 'MA1505:D', 'MA1505C:D', 'MA1511:D', 'MA1521:D', 'MA2002:D']}",Elective,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.0035715036), ('Algorithms and Numerical Methods', 0.0035909514), ('Machine Learning', 0.0035733022), ('Math and Statistics', 0.9892642)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.0035715036), ('Algorithms and Numerical Methods', 0.0035909514), ('Machine Learning', 0.0035733022), ('Math and Statistics', 0.9892642)]"
102,NUS,Business Analytics,ST2132,Mathematical Statistics,"This course introduces students to the theoretical underpinnings of statistical methodology and concentrates on inferential procedures within the framework of parametric models. Topic include: random sample and statistics, method of moments, maximum likelihood estimate, Fisher information, sufficiency and completeness, consistency and unbiasedness, sampling distributions, x2-, t- and Fdistributions, confidence intervals, exact and asymptotic pivotal method, concepts of hypothesis testing, likelihood ratio test, Neyman-Pearson lemma. This course is targeted at students who are interested in Statistic and are able to meet the prerequisite.","{'or': ['ST2334:D', 'ST2131:D', 'MA2116:D', 'MA2216:D']}",Elective,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.0043022507), ('Algorithms and Numerical Methods', 0.00432288), ('Machine Learning', 0.004277143), ('Math and Statistics', 0.9870977)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.0043022507), ('Algorithms and Numerical Methods', 0.00432288), ('Machine Learning', 0.004277143), ('Math and Statistics', 0.9870977)]"
103,NUS,Business Analytics,CP3880,Advanced Technology Attachment Programme,"This course enables students to apply the computing knowledge they have assimilated in class to industrial projects through six-month attachment to companies/organizations. Students under attachment will be jointly guided by supervisors from both the companies/organizations and the school. Their progress on projects will be monitored during attachment, and their performance will be assessed (on Satisfactory/Unsatisfactory (S/U) basis) at the end of the attachment, based on the interim and final project reports. During the attachment, students are not expected to take other courses offered by the university.","{'and': [{'or': ['IS2101:D', 'CS2101:D', 'ES1601:D', 'ES2002:D', 'ES2007D:D', 'ES2531:D', 'ES2631:D', 'UTW1001%:D', 'UWC2101%:D', 'NTW2017:D', 'NTW2028:D', 'NTW2029:D', 'NTW2030:D', 'NTW2031:D', 'NTW2032:D', 'NTW2033:D', 'NTW2034:D']}, {'or': ['CS2103:D', 'CS2103T:D', 'CS2113:D', 'CS2113T:D', 'IS3106:D', 'BT3103:D']}]}",Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.9868351), ('Algorithms and Numerical Methods', 0.004524278), ('Machine Learning', 0.0043786434), ('Math and Statistics', 0.0042619086)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.9868351), ('Algorithms and Numerical Methods', 0.004524278), ('Machine Learning', 0.0043786434), ('Math and Statistics', 0.0042619086)]"
104,NUS,Business Analytics,IS4226,Systematic Trading Strategies and Systems,"The course aims to provide students with the fundamentals of financial market systematic trading. It covers the difference between discretionary and systematic systems, and the advantages and the need for systematic systems. The course will emphasize the design and development of both the trading strategies and the trading systems with the help of technical analysis and programming languages. It will focus on rule-based systematic trading, both manual and through algorithms. It will also cover investor biases and how to overcome those biases through data and systems to make better trading decisions and to have proper risk management.",BT2102:D,Elective,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.90180653), ('Algorithms and Numerical Methods', 0.09022693), ('Machine Learning', 0.003975478), ('Math and Statistics', 0.0039910316)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.90180653), ('Algorithms and Numerical Methods', 0.09022693), ('Machine Learning', 0.003975478), ('Math and Statistics', 0.0039910316)]"
105,NUS,Quantitative Finance,QF1100,Introduction to Quantitative Finance,"This course gives an overview of quantitative finance and introduces mathematical concepts and data analytic tools used in finance. The topics include interest rate mathematics, random walk theory and financial market modelling, quantitative measure of risks and risk management, risk diversification and hedging, correlation and tail risks, investment portfolio construction and optimization, the application of data science to finance.","{'or': ['MA1301:D', 'MA1301X:D']}",Core,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.38496307), ('Algorithms and Numerical Methods', 0.15486431), ('Machine Learning', 0.005672978), ('Math and Statistics', 0.4544996)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.38496307), ('Algorithms and Numerical Methods', 0.15486431), ('Machine Learning', 0.005672978), ('Math and Statistics', 0.4544996)]"
106,NUS,Quantitative Finance,MA2001,Linear Algebra I,"This course is a first course in linear algebra. Fundamental concepts of linear algebra will be introduced and investigated in the context of the Euclidean spaces R^n. Proofs of results will be presented in the concrete setting. Students are expected to acquire computational facilities and geometric intuition with regard to vectors and matrices. Some applications will be presented. Major topics: Systems of linear equations, matrices, determinants, Euclidean spaces, linear combinations and linear span, subspaces, linear independence, bases and dimension, rank of a matrix, inner products, eigenvalues and eigenvectors, diagonalization, linear transformations between Euclidean spaces, applications.","{'or': ['MA1301:D', 'MA1301FC:D', 'MA1301X:D']}",Core,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.0036828264), ('Algorithms and Numerical Methods', 0.9888513), ('Machine Learning', 0.003718381), ('Math and Statistics', 0.0037474246)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.0036828264), ('Algorithms and Numerical Methods', 0.9888513), ('Machine Learning', 0.003718381), ('Math and Statistics', 0.0037474246)]"
107,NUS,Quantitative Finance,MA2002,Calculus,"This is a course in single-variable calculus. We will introduce precise definitions of limit, continuity, derivative, and the Riemann integral. Students will be exposed to computational techniques and applications of differentiation and integration. This course concludes with an introduction to first order differential equations. Major topics Functions; limit and continuity; derivative; Intermediate Value Theorem; chain rule; implicit differentiation; higher derivatives; Mean Value Theorem; Riemann integral; Fundamental Theorem of Calculus; elementary transcendental functions and their inverses; techniques of integration; computation of area, volume and arc length using definite integrals; first order differential equations.","{'or': ['MA1301:D', 'MA1301FC:D', 'MA1301X:D']}",Core,"('Math and Statistics', 'model, course, this, students, calculus, topics, probability, include, applications, theorem', [('Project Management', 0.0034976797), ('Algorithms and Numerical Methods', 0.0035182966), ('Machine Learning', 0.0035051932), ('Math and Statistics', 0.9894789)])",Math and Statistics,"model, course, this, students, calculus, topics, probability, include, applications, theorem","[('Project Management', 0.0034976797), ('Algorithms and Numerical Methods', 0.0035182966), ('Machine Learning', 0.0035051932), ('Math and Statistics', 0.9894789)]"
